,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
226,longyearbyen,78.2186,15.6401,268.06,86,40,"{'speed': 3.6, 'deg': 120}",SJ,1695413486
227,liwale,-9.7667,37.9333,294.46,73,48,"{'speed': 1.99, 'deg': 78, 'gust': 3.71}",TZ,1695413865
228,talnakh,69.4865,88.3972,276.6,99,100,"{'speed': 3.08, 'deg': 357, 'gust': 4.27}",RU,1695413585
229,ceeldheer,3.8488,47.1806,298.96,86,91,"{'speed': 7.81, 'deg': 184, 'gust': 12.78}",SO,1695413866
230,okha,53.5739,142.9478,278.0,79,55,"{'speed': 4.2, 'deg': 257, 'gust': 6.56}",RU,1695413866
231,udachny,66.4167,112.4,279.51,100,98,"{'speed': 5.99, 'deg': 264, 'gust': 9.91}",RU,1695413489
232,buka,40.8108,69.1986,287.84,41,0,"{'speed': 2.42, 'deg': 57, 'gust': 2.54}",UZ,1695413599
233,ola,59.5833,151.2833,276.01,71,100,"{'speed': 1.73, 'deg': 42, 'gust': 1.64}",RU,1695413542
234,happy valley-goose bay,53.3168,-60.3315,287.48,42,29,"{'speed': 0.78, 'deg': 264, 'gust': 3.87}",CA,1695413500
235,onguday,50.75,86.15,281.38,92,100,"{'speed': 1.7, 'deg': 230, 'gust': 1.73}",RU,1695413867
236,amursk,50.2261,136.8994,278.43,94,0,"{'speed': 2.83, 'deg': 211, 'gust': 5.86}",RU,1695413867
237,agnita,45.9667,24.6167,289.08,68,28,"{'speed': 2.25, 'deg': 161, 'gust': 2.13}",RO,1695413867
238,douglas,41.3,-96.167,297.05,83,100,"{'speed': 2.57, 'deg': 100}",US,1695413590
239,itoman,26.1247,127.6694,300.36,89,20,"{'speed': 2.06, 'deg': 110}",JP,1695413868
240,al khawr,25.7667,51.3167,303.52,61,3,"{'speed': 2.96, 'deg': 312, 'gust': 3.09}",QA,1695413868
241,deal,51.2232,1.4043,286.13,72,70,"{'speed': 5.35, 'deg': 275, 'gust': 8.65}",GB,1695413868
242,nykvarn,59.8,18.3,290.09,90,100,"{'speed': 4.14, 'deg': 199, 'gust': 11.49}",SE,1695413869
243,sampit,-2.5333,112.95,295.03,93,100,"{'speed': 0.17, 'deg': 6, 'gust': 0.25}",ID,1695413869
244,susuman,62.7833,148.1667,270.15,85,44,"{'speed': 0.46, 'deg': 178, 'gust': 0.84}",RU,1695413535
245,keflavik,64.0049,-22.5624,280.39,81,75,"{'speed': 4.12, 'deg': 70}",IS,1695413516
246,ziniare,12.5822,-1.2983,295.72,89,100,"{'speed': 10.95, 'deg': 149, 'gust': 14.33}",BF,1695413869
247,tofol,5.3248,163.0078,301.67,72,76,"{'speed': 2.84, 'deg': 236, 'gust': 2.56}",FM,1695413585
248,shanhaiguan,39.9988,119.7564,288.75,57,100,"{'speed': 3.2, 'deg': 11, 'gust': 4.11}",CN,1695413870
249,kamaishi,39.2667,141.8833,290.39,77,89,"{'speed': 2.88, 'deg': 339, 'gust': 2.98}",JP,1695413870
250,kostomuksha,64.571,30.5767,287.63,84,44,"{'speed': 5.93, 'deg': 193, 'gust': 16.35}",RU,1695413870
251,zelenogorskiy,55.0333,87.0,284.63,69,100,"{'speed': 5.19, 'deg': 195, 'gust': 13.79}",RU,1695413870
252,foso,5.7012,-1.2866,296.48,95,100,"{'speed': 2.87, 'deg': 226, 'gust': 7.91}",GH,1695413871
253,al jawf,29.5,38.75,303.24,17,0,"{'speed': 3.03, 'deg': 15, 'gust': 3.11}",SA,1695413871
254,mbandaka,0.0487,18.2603,295.62,86,52,"{'speed': 1.32, 'deg': 286, 'gust': 1.36}",CD,1695413871
255,namibe,-15.1961,12.1522,291.8,89,100,"{'speed': 2.49, 'deg': 244, 'gust': 2.71}",AO,1695413575
256,arraial do cabo,-22.9661,-42.0278,299.07,65,0,"{'speed': 5.66, 'deg': 40}",BR,1695413502
257,bamyan,34.75,67.25,274.8,68,0,"{'speed': 2.4, 'deg': 62, 'gust': 2.11}",AF,1695413872
258,mukalla,14.5425,49.1242,303.72,76,97,"{'speed': 2.1, 'deg': 105, 'gust': 2.25}",YE,1695413548
259,prince rupert,54.3161,-130.3201,284.2,93,100,"{'speed': 3.6, 'deg': 310}",CA,1695413572
260,acaponeta,22.4964,-105.3594,308.79,54,55,"{'speed': 2.71, 'deg': 242, 'gust': 2.02}",MX,1695413872
261,leh,34.1667,77.5833,283.96,49,4,"{'speed': 3.22, 'deg': 255, 'gust': 3.98}",IN,1695413589
262,sao miguel do araguaia,-13.275,-50.1628,311.26,15,1,"{'speed': 3.31, 'deg': 59, 'gust': 3.64}",BR,1695413872
263,okahao,-17.885,15.0667,295.63,48,47,"{'speed': 5.16, 'deg': 204, 'gust': 10.16}",NA,1695413873
264,danane,7.2596,-8.155,295.25,98,100,"{'speed': 0.54, 'deg': 176, 'gust': 0.79}",CI,1695413873
265,beyneu,45.3167,55.2,291.96,41,5,"{'speed': 4.44, 'deg': 90, 'gust': 6.32}",KZ,1695413873
266,salekhard,66.53,66.6019,278.75,79,99,"{'speed': 5.02, 'deg': 296, 'gust': 8.17}",RU,1695413873
267,ryotsu-minato,38.0833,138.4333,292.94,67,99,"{'speed': 3.84, 'deg': 3, 'gust': 4.44}",JP,1695413874
268,whangarei,-35.7317,174.3239,288.93,95,100,"{'speed': 4.33, 'deg': 5, 'gust': 12.2}",NZ,1695413874
269,pimenta bueno,-11.6725,-61.1936,310.93,23,91,"{'speed': 1.75, 'deg': 13, 'gust': 2.62}",BR,1695413874
270,penhalonga,-18.8911,32.6978,289.89,43,0,"{'speed': 2.23, 'deg': 81, 'gust': 4.58}",ZW,1695413874
271,nova vicosa,-17.8919,-39.3719,298.08,70,37,"{'speed': 5.82, 'deg': 56, 'gust': 7.35}",BR,1695413552
272,fougamou,-1.2154,10.5838,296.81,92,100,"{'speed': 0.63, 'deg': 272, 'gust': 0.7}",GA,1695413875
273,mostar,43.3433,17.8081,297.05,78,40,"{'speed': 1.03, 'deg': 0}",BA,1695413628
274,zemetchino,53.4973,42.6163,289.88,49,0,"{'speed': 2.44, 'deg': 180, 'gust': 2.47}",RU,1695413875
275,pathein,16.7833,94.7333,298.41,93,100,"{'speed': 2.39, 'deg': 292, 'gust': 5.52}",MM,1695413554
276,moundou,8.5667,16.0833,295.69,94,24,"{'speed': 0.62, 'deg': 167, 'gust': 0.72}",TD,1695413875
277,port lincoln,-34.7333,135.8667,285.64,84,0,"{'speed': 2.63, 'deg': 89, 'gust': 2.98}",AU,1695413540
278,vuktyl,63.8567,57.3094,278.24,72,64,"{'speed': 1.82, 'deg': 205, 'gust': 2.5}",RU,1695413876
279,ahfir,34.9537,-2.1003,294.49,73,100,"{'speed': 2.35, 'deg': 352, 'gust': 3.45}",MA,1695413876
280,touros,-5.1989,-35.4608,299.51,70,5,"{'speed': 6.51, 'deg': 124, 'gust': 10.11}",BR,1695413534
281,imishli,39.8709,48.06,293.39,61,8,"{'speed': 3.15, 'deg': 122, 'gust': 5.02}",AZ,1695413876
282,vernon,50.2581,-119.2691,295.24,28,2,"{'speed': 0.54, 'deg': 322, 'gust': 1.5}",CA,1695413366
283,sisimiut,66.9395,-53.6735,275.62,53,38,"{'speed': 1.39, 'deg': 357, 'gust': 1.87}",GL,1695413486
284,penzance,50.1186,-5.5371,284.53,63,9,"{'speed': 7.38, 'deg': 323, 'gust': 8.57}",GB,1695413877
285,palapag,12.5458,125.1147,298.36,92,100,"{'speed': 3.17, 'deg': 242, 'gust': 6.94}",PH,1695413877
286,linxia chengguanzhen,35.6003,103.2064,284.45,79,100,"{'speed': 1.65, 'deg': 205, 'gust': 1.64}",CN,1695413877
287,yiyang,28.5892,112.3283,290.89,90,100,"{'speed': 1.61, 'deg': 316, 'gust': 3.49}",CN,1695413878
288,ploneour-lanvern,47.9,-4.2833,285.33,94,0,"{'speed': 1.54, 'deg': 280}",FR,1695413878
289,mont-laurier,46.5501,-75.4993,294.94,41,0,"{'speed': 2.77, 'deg': 224, 'gust': 3.71}",CA,1695413878
290,belmonte,-15.8631,-38.8828,297.87,75,9,"{'speed': 3.48, 'deg': 76, 'gust': 4.75}",BR,1695413549
291,katsuura,35.1333,140.3,296.15,93,100,"{'speed': 5.51, 'deg': 350, 'gust': 7.16}",JP,1695413878
292,fort st. john,56.2499,-120.8529,295.58,27,6,"{'speed': 3.31, 'deg': 158, 'gust': 4.43}",CA,1695413478
293,el segundo,33.9192,-118.4165,300.51,73,100,"{'speed': 4.12, 'deg': 230}",US,1695413879
294,tuncurry,-32.1667,152.5,287.36,63,86,"{'speed': 1.73, 'deg': 166, 'gust': 3.51}",AU,1695413879
295,pangkalanbuun,-2.6833,111.6167,295.08,90,100,"{'speed': 0.64, 'deg': 98, 'gust': 0.71}",ID,1695413879
296,sumenep,-7.0167,113.8667,298.25,81,85,"{'speed': 2.01, 'deg': 137, 'gust': 3.24}",ID,1695413879
297,argo,37.6333,22.7333,296.92,52,0,"{'speed': 1.15, 'deg': 307, 'gust': 1.19}",GR,1695413879
298,kourou,5.1552,-52.6478,302.18,74,21,"{'speed': 5.58, 'deg': 94, 'gust': 8.25}",GF,1695413688
299,lerwick,60.1545,-1.1494,283.15,86,100,"{'speed': 10.77, 'deg': 309, 'gust': 13.41}",GB,1695413880
300,chamber,25.2931,68.812,302.24,72,81,"{'speed': 5.07, 'deg': 201, 'gust': 8.01}",PK,1695413880
301,codrington,-38.2667,141.9667,278.17,94,100,"{'speed': 3.38, 'deg': 68, 'gust': 5.98}",AU,1695413880
302,angaur state,6.906,134.13,301.28,79,100,"{'speed': 5.98, 'deg': 265, 'gust': 6.73}",PW,1695413880
303,kingston,17.997,-76.7936,302.71,97,88,"{'speed': 0.45, 'deg': 96, 'gust': 0.89}",JM,1695413524
304,george town,5.4112,100.3354,299.27,89,20,"{'speed': 0, 'deg': 0}",MY,1695413388
305,puerto san jose,13.9256,-90.8244,303.73,66,60,"{'speed': 2.42, 'deg': 202, 'gust': 1.69}",GT,1695413635
306,nuuk,64.1835,-51.7216,275.49,80,75,"{'speed': 2.06, 'deg': 350}",GL,1695413557
307,hammerfest,70.6634,23.6821,281.4,93,75,"{'speed': 1.54, 'deg': 30}",NO,1695413531
308,baijiantan,45.6333,85.1833,291.05,43,7,"{'speed': 8.78, 'deg': 320, 'gust': 14.02}",CN,1695413882
309,zalingei,12.9096,23.4741,297.29,71,67,"{'speed': 1.39, 'deg': 109, 'gust': 1.66}",SD,1695413882
310,akureyri,65.6835,-18.0878,276.11,81,75,"{'speed': 0, 'deg': 0}",IS,1695413882
311,concepcion del oro,24.6333,-101.4167,299.78,26,0,"{'speed': 1.8, 'deg': 49, 'gust': 2.3}",MX,1695413883
312,kununurra,-15.7667,128.7333,293.14,60,7,"{'speed': 1.03, 'deg': 80}",AU,1695413506
313,khorixas,-20.3667,14.9667,296.77,42,98,"{'speed': 4.38, 'deg': 222, 'gust': 6.38}",NA,1695413883
314,tame,6.461,-71.73,303.22,65,91,"{'speed': 1.51, 'deg': 260, 'gust': 2.64}",CO,1695413883
315,santa margherita ligure,44.3346,9.212,297.06,86,84,"{'speed': 1.34, 'deg': 93, 'gust': 4.92}",IT,1695413883
316,lhokseumawe,5.1801,97.1507,298.84,87,100,"{'speed': 4.39, 'deg': 293, 'gust': 6.37}",ID,1695413884
317,kenai,60.5544,-151.2583,282.2,63,0,"{'speed': 2.06, 'deg': 80}",US,1695413884
318,neryungri,56.6709,124.6491,280.24,78,99,"{'speed': 3.05, 'deg': 271, 'gust': 8.24}",RU,1695413884
319,horta,38.5333,-28.6333,295.95,96,75,"{'speed': 4.92, 'deg': 202, 'gust': 7.6}",PT,1695413884
320,eastham,41.8301,-69.9739,292.56,60,92,"{'speed': 0.89, 'deg': 27, 'gust': 3.13}",US,1695413884
321,dombarovskiy,50.7587,59.5386,288.04,71,1,"{'speed': 3.64, 'deg': 325, 'gust': 6.28}",RU,1695413587
322,mitchell,43.7094,-98.0298,296.14,60,20,"{'speed': 3.6, 'deg': 120, 'gust': 7.2}",US,1695413885
323,nyurba,63.2842,118.3319,281.38,94,100,"{'speed': 3.56, 'deg': 247, 'gust': 9.62}",RU,1695413885
324,robore,-18.3333,-59.75,313.77,16,7,"{'speed': 4.72, 'deg': 3, 'gust': 6.01}",BO,1695413885
325,huarmey,-10.0681,-78.1522,295.36,67,2,"{'speed': 5.28, 'deg': 192, 'gust': 6.27}",PE,1695413555
326,nadym,65.5333,72.5167,277.32,78,95,"{'speed': 12.06, 'deg': 343, 'gust': 17.22}",RU,1695413549
327,tugulym,57.0591,64.6425,279.19,63,45,"{'speed': 3.23, 'deg': 314, 'gust': 10.5}",RU,1695413886
328,azna,33.6095,48.9307,292.71,30,0,"{'speed': 2.59, 'deg': 41, 'gust': 2.37}",IR,1695413886
329,moultonborough,43.7548,-71.3967,295.24,58,68,"{'speed': 0.45, 'deg': 213, 'gust': 3.13}",US,1695413886
330,tromso,69.6496,18.957,281.16,93,75,"{'speed': 3.09, 'deg': 40}",NO,1695413887
331,crane,31.3974,-102.3501,308.72,26,1,"{'speed': 3.09, 'deg': 202, 'gust': 3.7}",US,1695413887
332,urzhar,47.093,81.6294,285.75,68,55,"{'speed': 1.78, 'deg': 336, 'gust': 1.9}",KZ,1695413887
333,malvan,16.0667,73.4667,299.32,87,98,"{'speed': 0.8, 'deg': 24, 'gust': 1.19}",IN,1695413887
334,burang,30.25,81.1667,279.08,83,79,"{'speed': 2.63, 'deg': 177, 'gust': 3.01}",CN,1695413887
335,lata,40.1629,-8.3327,289.86,90,16,"{'speed': 0.81, 'deg': 328, 'gust': 1.09}",PT,1695413888
336,nouadhibou,20.931,-17.0347,296.14,68,0,"{'speed': 6.69, 'deg': 350}",MR,1695413606
337,beyla,8.6833,-8.6333,294.1,99,100,"{'speed': 1.69, 'deg': 199, 'gust': 4.31}",GN,1695413888
338,gorontalo,0.5412,123.0595,294.72,89,99,"{'speed': 0.93, 'deg': 86, 'gust': 1.84}",ID,1695413888
339,staritsa,56.5075,34.9354,286.75,67,42,"{'speed': 2.84, 'deg': 164, 'gust': 9.25}",RU,1695413888
340,laojunmiao,39.8333,97.7333,282.9,64,29,"{'speed': 2.28, 'deg': 110, 'gust': 2.74}",CN,1695413504
341,khamis mushait,18.3064,42.7292,296.49,33,40,"{'speed': 5.14, 'deg': 30}",SA,1695413889
342,mar del plata,-38.0023,-57.5575,282.56,70,100,"{'speed': 6.17, 'deg': 140}",AR,1695413840
343,tulle,45.3333,1.8333,283.14,98,55,"{'speed': 0.15, 'deg': 228, 'gust': 0.37}",FR,1695413889
344,tabou,4.423,-7.3528,298.04,91,84,"{'speed': 2.96, 'deg': 191, 'gust': 4.85}",CI,1695413604
345,balabac,7.9868,117.0645,298.73,91,100,"{'speed': 6.93, 'deg': 243, 'gust': 10.38}",PH,1695413890
346,saudarkrokur,65.7461,-19.6394,276.18,74,100,"{'speed': 1.68, 'deg': 12, 'gust': 1.83}",IS,1695413552
347,suntar,62.1444,117.6319,282.81,94,100,"{'speed': 3.61, 'deg': 248, 'gust': 10.45}",RU,1695413533
348,turan,16.0678,108.2208,299.14,94,20,"{'speed': 1.54, 'deg': 210}",VN,1695413890
349,queenstown,-31.8976,26.8753,284.49,76,9,"{'speed': 1.69, 'deg': 116, 'gust': 1.99}",ZA,1695413551
350,remire-montjoly,4.9167,-52.2667,302.17,70,40,"{'speed': 0, 'deg': 0}",GF,1695413547
351,westport,41.1415,-73.3579,294.66,64,0,"{'speed': 6.69, 'deg': 100}",US,1695413332
352,bengkulu,-3.8004,102.2655,294.52,93,53,"{'speed': 2.51, 'deg': 119, 'gust': 4.26}",ID,1695413891
353,illizi,26.4833,8.4667,305.04,14,6,"{'speed': 4.66, 'deg': 89, 'gust': 8.11}",DZ,1695413891
354,puerto deseado,-47.7503,-65.8938,282.67,51,1,"{'speed': 8.23, 'deg': 330, 'gust': 9.57}",AR,1695413891
355,brookings,44.3114,-96.7984,293.4,77,100,"{'speed': 6.17, 'deg': 140}",US,1695413308
356,sultanah,24.4926,39.5857,313.4,7,20,"{'speed': 6.17, 'deg': 310}",SA,1695413892
357,nayoro,44.3506,142.4578,283.4,96,55,"{'speed': 0.67, 'deg': 342, 'gust': 0.83}",JP,1695413892
358,mana,5.6592,-53.7767,301.74,77,29,"{'speed': 4.46, 'deg': 68, 'gust': 7.16}",GF,1695413892
359,porto murtinho,-21.6989,-57.8825,315.48,14,6,"{'speed': 4.74, 'deg': 357, 'gust': 6.43}",BR,1695413892
360,porto novo,6.4965,2.6036,298.97,85,100,"{'speed': 3.05, 'deg': 195, 'gust': 6.3}",BJ,1695413320
361,hobyo,5.3505,48.5268,299.07,90,29,"{'speed': 10.06, 'deg': 186, 'gust': 14.84}",SO,1695413893
362,banda aceh,5.5577,95.3222,298.45,88,100,"{'speed': 4.16, 'deg': 231, 'gust': 4.65}",ID,1695413893
363,timbuktu,16.7735,-3.0074,311.36,15,8,"{'speed': 3.81, 'deg': 53, 'gust': 5.75}",ML,1695413893
364,hun,29.1268,15.9477,301.7,20,6,"{'speed': 5, 'deg': 110, 'gust': 8.79}",LY,1695413893
365,inarajan village,13.2736,144.7484,299.69,97,99,"{'speed': 3.55, 'deg': 24, 'gust': 4.72}",GU,1695413894
366,ancud,-41.8697,-73.8203,281.9,75,100,"{'speed': 4.21, 'deg': 234, 'gust': 5.16}",CL,1695413894
367,berja,36.8469,-2.9497,293.02,68,100,"{'speed': 2.13, 'deg': 81, 'gust': 3.13}",ES,1695413894
368,alaghsas,17.0187,8.0168,308.74,10,6,"{'speed': 3.51, 'deg': 131, 'gust': 4.54}",NE,1695413894
369,trinidad,-14.8333,-64.9,309.14,44,20,"{'speed': 3.6, 'deg': 340}",BO,1695413894
370,fale old settlement,-9.3852,-171.2468,300.53,81,100,"{'speed': 6.33, 'deg': 85, 'gust': 7.32}",TK,1695413503
371,constantia,44.1833,28.65,294.65,74,3,"{'speed': 6.57, 'deg': 161, 'gust': 9.18}",RO,1695413488
372,mahina,-17.5065,-149.489,300.02,78,75,"{'speed': 2.06, 'deg': 350}",PF,1695413519
373,san mariano,7.5,126.0,295.64,93,48,"{'speed': 1.35, 'deg': 154, 'gust': 1.31}",PH,1695413895
374,odesskoye,54.2111,72.9651,281.58,78,6,"{'speed': 4.59, 'deg': 316, 'gust': 10.63}",RU,1695413896
375,san pedro pochutla,15.7333,-96.4667,303.99,55,82,"{'speed': 4.41, 'deg': 215, 'gust': 2.95}",MX,1695413896
376,minas de marcona,-15.2119,-75.1103,290.88,63,10,"{'speed': 6.39, 'deg': 162, 'gust': 6.19}",PE,1695413281
377,suva,-18.1416,178.4415,298.86,78,40,"{'speed': 6.17, 'deg': 90}",FJ,1695413896
378,porto-vecchio,41.591,9.2795,295.89,88,100,"{'speed': 2.57, 'deg': 240}",FR,1695413896
379,san antonio oeste,-40.7319,-64.9477,288.44,45,66,"{'speed': 1.93, 'deg': 34, 'gust': 4.97}",AR,1695413897
380,rada tilly,-45.9333,-67.5333,286.42,50,20,"{'speed': 6.17, 'deg': 60}",AR,1695413897
381,rongelap,11.1635,166.8941,302.04,73,37,"{'speed': 7.31, 'deg': 105, 'gust': 7.82}",MH,1695413897
382,murmashi,68.8154,32.8115,286.38,100,40,"{'speed': 1, 'deg': 170}",RU,1695413897
383,eureka,40.8021,-124.1637,299.63,79,0,"{'speed': 1.79, 'deg': 208, 'gust': 4.47}",US,1695413775
384,mitu,1.1983,-70.1733,302.34,65,98,"{'speed': 1.25, 'deg': 250, 'gust': 4}",CO,1695413898
385,amalapuram,16.5833,82.0167,298.77,94,100,"{'speed': 1.83, 'deg': 203, 'gust': 4.28}",IN,1695413898
386,gagarin,55.5529,34.9954,287.12,64,9,"{'speed': 3.85, 'deg': 146, 'gust': 10.3}",RU,1695413898
387,kurumkan,54.3,110.3,281.02,75,0,"{'speed': 1.64, 'deg': 1, 'gust': 1.61}",RU,1695413898
388,kendari,-3.945,122.4989,294.69,93,6,"{'speed': 0.72, 'deg': 223, 'gust': 1.01}",ID,1695413898
389,praia da vitoria,38.7333,-27.0667,295.24,96,19,"{'speed': 4.77, 'deg': 200, 'gust': 6.28}",PT,1695413401
390,erenhot,43.6475,111.9767,287.99,47,77,"{'speed': 6.52, 'deg': 129, 'gust': 11.23}",CN,1695413899
391,caleta de carquin,-11.0925,-77.6267,293.91,72,8,"{'speed': 4.85, 'deg': 192, 'gust': 5.08}",PE,1695413899
392,watsa,3.0372,29.5355,291.73,96,91,"{'speed': 0.85, 'deg': 199, 'gust': 0.93}",CD,1695413899
393,yongchuan,29.3514,105.8947,292.85,97,100,"{'speed': 0.57, 'deg': 311, 'gust': 0.86}",CN,1695413899
394,korsholm,63.1142,21.6822,292.59,73,40,"{'speed': 7.72, 'deg': 160}",FI,1695413815
395,vilyuchinsk,52.9306,158.4028,275.3,77,8,"{'speed': 3.02, 'deg': 294, 'gust': 3.54}",RU,1695413539
396,nambucca heads,-30.65,153.0,287.13,72,94,"{'speed': 3.75, 'deg': 221, 'gust': 5.61}",AU,1695413900
397,ghanzi,-21.5667,21.7833,299.26,18,96,"{'speed': 2.34, 'deg': 25, 'gust': 2.76}",BW,1695413900
398,nellore,14.4333,79.9667,302.04,73,100,"{'speed': 5.11, 'deg': 165, 'gust': 9.56}",IN,1695413900
399,laughlin,35.1678,-114.573,307.08,15,0,"{'speed': 5.66, 'deg': 210}",US,1695413901
400,lerma,42.0261,-3.7598,285.46,56,42,"{'speed': 2.32, 'deg': 291, 'gust': 2.45}",ES,1695413901
401,sao mateus do sul,-25.8742,-50.3828,293.14,90,79,"{'speed': 3.74, 'deg': 149, 'gust': 11.27}",BR,1695413745
402,port alfred,-33.5906,26.891,291.58,94,100,"{'speed': 1.79, 'deg': 355, 'gust': 2.68}",ZA,1695413512
403,fort bragg,35.139,-79.006,295.27,71,75,"{'speed': 6.26, 'deg': 360, 'gust': 11.62}",US,1695413556
404,meraux,29.933,-89.9498,307.03,52,0,"{'speed': 3.09, 'deg': 90}",US,1695413902
405,tazovsky,67.4667,78.7,274.87,88,100,"{'speed': 12.24, 'deg': 358, 'gust': 16.73}",RU,1695413479
406,piti village,13.4626,144.6933,299.64,93,40,"{'speed': 2.57, 'deg': 50}",GU,1695413902
407,mangai,-4.05,19.5333,297.64,72,67,"{'speed': 1.01, 'deg': 320, 'gust': 1.29}",CD,1695413902
408,usinsk,65.9939,57.5281,278.05,78,98,"{'speed': 3.6, 'deg': 230, 'gust': 4.8}",RU,1695413903
409,georgetown,5.4112,100.3354,299.27,89,20,"{'speed': 0, 'deg': 0}",MY,1695413451
410,velikiye luki,56.34,30.5452,288.98,67,0,"{'speed': 4.35, 'deg': 158, 'gust': 14.84}",RU,1695413903
411,iskateley,67.6803,53.1512,278.33,88,100,"{'speed': 5.72, 'deg': 159, 'gust': 10.78}",RU,1695413491
412,sao joao da barra,-21.6403,-41.0511,299.2,80,5,"{'speed': 9.09, 'deg': 47, 'gust': 15.01}",BR,1695413298
413,siofok,46.9041,18.058,296.13,58,100,"{'speed': 3.32, 'deg': 197, 'gust': 7.08}",HU,1695413904
414,marsh harbour,26.5412,-77.0636,301.21,66,8,"{'speed': 4.98, 'deg': 324, 'gust': 4.72}",BS,1695413904
415,baruun-urt,46.6806,113.2792,284.02,43,100,"{'speed': 1.91, 'deg': 154, 'gust': 2.72}",MN,1695413904
416,leninskoye,41.7589,69.3864,287.41,44,0,"{'speed': 1.96, 'deg': 80, 'gust': 1.89}",KZ,1695413904
417,yakeshi,49.2833,120.7333,278.14,61,16,"{'speed': 2.31, 'deg': 185, 'gust': 2.2}",CN,1695413904
418,alofi,-19.0595,-169.9187,296.09,49,40,"{'speed': 10.29, 'deg': 110}",NU,1695413533
419,sao vicente,-23.9631,-46.3919,306.08,69,28,"{'speed': 2.56, 'deg': 86, 'gust': 3.2}",BR,1695413411
420,pangoa,-12.1167,-73.0,305.1,43,87,"{'speed': 1.09, 'deg': 9, 'gust': 2.73}",PE,1695413905
421,tobol'sk,58.2,68.2667,279.59,58,7,"{'speed': 5.16, 'deg': 313, 'gust': 11.95}",RU,1695413905
422,quiberon,47.4841,-3.1196,288.75,79,0,"{'speed': 3.13, 'deg': 290, 'gust': 4.02}",FR,1695413906
423,chibougamau,49.9168,-74.3659,287.94,94,100,"{'speed': 4.12, 'deg': 310, 'gust': 7.72}",CA,1695413906
424,mezhdurechensk,53.6942,88.0603,283.7,96,90,"{'speed': 2.79, 'deg': 185, 'gust': 8.81}",RU,1695413906
425,morant bay,17.8815,-76.4093,305.94,69,35,"{'speed': 4.17, 'deg': 89, 'gust': 4.42}",JM,1695413906
426,kollam,8.8833,76.6,298.13,91,96,"{'speed': 3.37, 'deg': 301, 'gust': 3.81}",IN,1695413907
427,al bawiti,28.3492,28.8659,299.96,34,0,"{'speed': 4.11, 'deg': 352, 'gust': 5.1}",EG,1695413907
428,mount pearl,47.5166,-52.7813,282.51,67,75,"{'speed': 8.75, 'deg': 330, 'gust': 11.83}",CA,1695413503
429,homer,59.6425,-151.5483,283.08,87,0,"{'speed': 2.06, 'deg': 90}",US,1695413907
430,ebon,4.582,168.6964,300.44,82,100,"{'speed': 10.35, 'deg': 181, 'gust': 11.44}",MH,1695413907
431,tazacorte,28.629,-17.9293,297.69,87,20,"{'speed': 5.14, 'deg': 20}",ES,1695413568
432,phayao,19.25,100.25,295.53,98,55,"{'speed': 1.07, 'deg': 145, 'gust': 1.11}",TH,1695413908
433,parabel',58.6978,81.4825,276.85,92,85,"{'speed': 4.52, 'deg': 291, 'gust': 10.84}",RU,1695413908
434,vadso,70.0744,29.7487,281.64,93,75,"{'speed': 2.57, 'deg': 40}",NO,1695413495
435,aransas pass,27.9095,-97.15,308.27,69,0,"{'speed': 5.14, 'deg': 140}",US,1695413783
436,castillos,-34.1667,-53.8333,286.86,80,70,"{'speed': 4.28, 'deg': 149, 'gust': 6.33}",UY,1695413580
437,guymon,36.6828,-101.4816,306.15,18,0,"{'speed': 4.63, 'deg': 190, 'gust': 11.32}",US,1695413909
438,valparaiso,-33.0393,-71.6273,290.37,72,0,"{'speed': 4.63, 'deg': 190}",CL,1695413841
439,aasiaat,68.7098,-52.8699,270.99,66,22,"{'speed': 4.47, 'deg': 69, 'gust': 6.28}",GL,1695413517
440,beau vallon,-20.4189,57.6953,295.28,73,20,"{'speed': 0, 'deg': 0}",MU,1695413607
441,mirnyy,62.5353,113.9611,281.06,93,100,"{'speed': 4.92, 'deg': 240, 'gust': 0}",RU,1695413909
442,yanykurgan,43.915,67.2481,290.54,42,0,"{'speed': 3.58, 'deg': 24, 'gust': 3.79}",KZ,1695413910
443,placer,39.0666,-120.7677,295.35,44,0,"{'speed': 0.45, 'deg': 324, 'gust': 2.24}",US,1695413910
444,cheney,47.4874,-117.5758,288.97,73,100,"{'speed': 5.14, 'deg': 220}",US,1695413479
445,kyzyl-suu,42.3414,78.0056,279.76,78,100,"{'speed': 0.76, 'deg': 299, 'gust': 2.1}",KG,1695413910
446,canchungo,12.0672,-16.0333,302.22,85,100,"{'speed': 0.98, 'deg': 332, 'gust': 3.35}",GW,1695413910
447,hilo,19.7297,-155.09,300.98,79,75,"{'speed': 1.54, 'deg': 240}",US,1695413786
448,saipan,15.1355,145.701,300.54,83,20,"{'speed': 1.54, 'deg': 360}",MP,1695413491
449,bodaybo,57.8506,114.1933,281.35,82,95,"{'speed': 1.73, 'deg': 178, 'gust': 1.7}",RU,1695413911
450,dourbali,11.8091,15.8632,302.5,61,97,"{'speed': 1.71, 'deg': 227, 'gust': 5.21}",TD,1695413911
451,maffra,-37.9667,146.9833,276.61,94,100,"{'speed': 0.67, 'deg': 330, 'gust': 0.65}",AU,1695413911
